//CoDeSys Mapping Export V1.2
//Mapped variable;//Parameter name @ counter in device;//Unit;//Description;//IEC address;//Device name;
//Important: change only first, third or fourth column in Excel or add variable name before first ;
;Bit7@4;;;%IX8.7;SCADA
;Bit8@4;;;%IX9.0;SCADA
;Bit9@4;;;%IX9.1;SCADA
;Bit10@4;;;%IX9.2;SCADA
;Bit11@4;;;%IX9.3;SCADA
;Bit12@4;;;%IX9.4;SCADA
;Bit13@4;;;%IX9.5;SCADA
;Bit14@4;;;%IX9.6;SCADA
;Bit15@4;;;%IX9.7;SCADA
;Регистры временного хранения[5];;;%IW5;SCADA
;Bit0@5;;;%IX10.0;SCADA
;Bit1@5;;;%IX10.1;SCADA
;Bit2@5;;;%IX10.2;SCADA
;Bit3@5;;;%IX10.3;SCADA
;Bit4@5;;;%IX10.4;SCADA
;Bit5@5;;;%IX10.5;SCADA
;Bit6@5;;;%IX10.6;SCADA
;Bit7@5;;;%IX10.7;SCADA
;Bit8@5;;;%IX11.0;SCADA
;Bit9@5;;;%IX11.1;SCADA
;Bit10@5;;;%IX11.2;SCADA
;Bit11@5;;;%IX11.3;SCADA
;Bit12@5;;;%IX11.4;SCADA
;Bit13@5;;;%IX11.5;SCADA
;Bit14@5;;;%IX11.6;SCADA
;Bit15@5;;;%IX11.7;SCADA
;Регистры временного хранения[6];;;%IW6;SCADA
;Bit0@6;;;%IX12.0;SCADA
;Bit1@6;;;%IX12.1;SCADA
;Bit2@6;;;%IX12.2;SCADA
;Bit3@6;;;%IX12.3;SCADA
;Bit4@6;;;%IX12.4;SCADA
;Bit5@6;;;%IX12.5;SCADA
;Bit6@6;;;%IX12.6;SCADA
;Bit7@6;;;%IX12.7;SCADA
;Bit8@6;;;%IX13.0;SCADA
;Bit9@6;;;%IX13.1;SCADA
;Bit10@6;;;%IX13.2;SCADA
;Bit11@6;;;%IX13.3;SCADA
;Bit12@6;;;%IX13.4;SCADA
;Bit13@6;;;%IX13.5;SCADA
;Bit14@6;;;%IX13.6;SCADA
;Bit15@6;;;%IX13.7;SCADA
;Регистры временного хранения[7];;;%IW7;SCADA
;Bit0@7;;;%IX14.0;SCADA
;Bit1@7;;;%IX14.1;SCADA
;Bit2@7;;;%IX14.2;SCADA
;Bit3@7;;;%IX14.3;SCADA
;Bit4@7;;;%IX14.4;SCADA
;Bit5@7;;;%IX14.5;SCADA
;Bit6@7;;;%IX14.6;SCADA
;Bit7@7;;;%IX14.7;SCADA
;Bit8@7;;;%IX15.0;SCADA
;Bit9@7;;;%IX15.1;SCADA
;Bit10@7;;;%IX15.2;SCADA
;Bit11@7;;;%IX15.3;SCADA
;Bit12@7;;;%IX15.4;SCADA
;Bit13@7;;;%IX15.5;SCADA
;Bit14@7;;;%IX15.6;SCADA
;Bit15@7;;;%IX15.7;SCADA
;Регистры временного хранения[8];;;%IW8;SCADA
;Bit0@8;;;%IX16.0;SCADA
;Bit1@8;;;%IX16.1;SCADA
;Bit2@8;;;%IX16.2;SCADA
;Bit3@8;;;%IX16.3;SCADA
;Bit4@8;;;%IX16.4;SCADA
;Bit5@8;;;%IX16.5;SCADA
;Bit6@8;;;%IX16.6;SCADA
;Bit7@8;;;%IX16.7;SCADA
;Bit8@8;;;%IX17.0;SCADA
;Bit9@8;;;%IX17.1;SCADA
;Bit10@8;;;%IX17.2;SCADA
;Bit11@8;;;%IX17.3;SCADA
;Bit12@8;;;%IX17.4;SCADA
;Bit13@8;;;%IX17.5;SCADA
;Bit14@8;;;%IX17.6;SCADA
;Bit15@8;;;%IX17.7;SCADA
;Регистры временного хранения[9];;;%IW9;SCADA
;Bit0@9;;;%IX18.0;SCADA
;Bit1@9;;;%IX18.1;SCADA
;Bit2@9;;;%IX18.2;SCADA
;Bit3@9;;;%IX18.3;SCADA
;Bit4@9;;;%IX18.4;SCADA
;Bit5@9;;;%IX18.5;SCADA
;Bit6@9;;;%IX18.6;SCADA
;Bit7@9;;;%IX18.7;SCADA
;Bit8@9;;;%IX19.0;SCADA
;Bit9@9;;;%IX19.1;SCADA
;Bit10@9;;;%IX19.2;SCADA
;Bit11@9;;;%IX19.3;SCADA
;Bit12@9;;;%IX19.4;SCADA
;Bit13@9;;;%IX19.5;SCADA
;Bit14@9;;;%IX19.6;SCADA
;Bit15@9;;;%IX19.7;SCADA
;Входные регистры;;;%QW0;SCADA
;Входные регистры[0];;Общие состояния отвалообразователя;%QW0;SCADA
Application.MAIN.stDumper.xStateWarning;Bit0@10;;Бит 0: Предупреждение;%QX0.0;SCADA
Application.MAIN.stDumper.xStateFailure;Bit1@10;;Бит 1: Ошибка;%QX0.1;SCADA
Application.MAIN.stDumper.xStateEnable;Bit2@10;;Бит 2: Полностью запущен;%QX0.2;SCADA
Application.MAIN.stDumper.xStateStarting;Bit3@10;;Бит 3: Процесс запуска;%QX0.3;SCADA
;Bit4@10;;Резерв;%QX0.4;SCADA
;Bit5@10;;Резерв;%QX0.5;SCADA
;Bit6@10;;;%QX0.6;SCADA
;Bit7@10;;;%QX0.7;SCADA
;Bit8@10;;;%QX1.0;SCADA
;Bit9@10;;;%QX1.1;SCADA
;Bit10@10;;;%QX1.2;SCADA
;Bit11@10;;;%QX1.3;SCADA
;Bit12@10;;;%QX1.4;SCADA
;Bit13@10;;;%QX1.5;SCADA
;Bit14@10;;;%QX1.6;SCADA
;Bit15@10;;;%QX1.7;SCADA
;Входные регистры[1];;Двигатель конвейера 1 - Общие состояния ---;%QW1;SCADA
Application.MAIN.stDumper.MotorConveyor[1].xStateWarning;Bit0@11;;Предупреждение;%QX2.0;SCADA
Application.MAIN.stDumper.MotorConveyor[1].xStateFailure;Bit1@11;;Ошибка;%QX2.1;SCADA
Application.MAIN.stDumper.MotorConveyor[1].Device.qxPower;Bit2@11;;Питание включено;%QX2.2;SCADA
Application.MAIN.stDumper.MotorConveyor[1].fbStateKM.qxProcessedSignal;Bit3@11;;Контактор включен;%QX2.3;SCADA
Application.MAIN.stDumper.MotorConveyor[1].fbStateQF.qxProcessedSignal;Bit4@11;;Автомат включен;%QX2.4;SCADA
Application.MAIN.stDumper.MotorConveyor[1].fbStatorOverheat.qxProcessedSignal;Bit5@11;;Перегрев статора;%QX2.5;SCADA
;Bit6@11;;;%QX2.6;SCADA
;Bit7@11;;;%QX2.7;SCADA
;Bit8@11;;;%QX3.0;SCADA
;Bit9@11;;;%QX3.1;SCADA
;Bit10@11;;;%QX3.2;SCADA
;Bit11@11;;;%QX3.3;SCADA
;Bit12@11;;;%QX3.4;SCADA
;Bit13@11;;;%QX3.5;SCADA
;Bit14@11;;;%QX3.6;SCADA
;Bit15@11;;;%QX3.7;SCADA
;Входные регистры[2];;;%QW2;SCADA
Application.MAIN.stDumper.MotorConveyor[1].VFD.xStateRdyToStart;Bit0@12;;Готов к пуску;%QX4.0;SCADA
Application.MAIN.stDumper.MotorConveyor[1].VFD.xStateIsWorking;Bit1@12;;В работе;%QX4.1;SCADA
Application.MAIN.stDumper.MotorConveyor[1].VFD.xStateFailure;Bit2@12;;Ошибка ЧРП;%QX4.2;SCADA
Application.MAIN.stDumper.MotorConveyor[1].VFD.xStateWarning;Bit3@12;;Предупреждение ЧРП;%QX4.3;SCADA
Application.MAIN.stDumper.MotorConveyor[1].VFD.fbStateRdyToStart.qxProcessedSignal;Bit4@12;;Готов (дискр.вход);%QX4.4;SCADA
Application.MAIN.stDumper.MotorConveyor[1].VFD.fbStateIsWorking.qxProcessedSignal;Bit5@12;;Работает (дискр.вход);%QX4.5;SCADA
Application.MAIN.stDumper.MotorConveyor[1].VFD.fbStateFailure.qxProcessedSignal;Bit6@12;;Авария (дискр.вход);%QX4.6;SCADA
;Bit7@12;;;%QX4.7;SCADA
;Bit8@12;;;%QX5.0;SCADA
;Bit9@12;;;%QX5.1;SCADA
;Bit10@12;;;%QX5.2;SCADA
;Bit11@12;;;%QX5.3;SCADA
;Bit12@12;;;%QX5.4;SCADA
;Bit13@12;;;%QX5.5;SCADA
;Bit14@12;;;%QX5.6;SCADA
;Bit15@12;;;%QX5.7;SCADA
;Входные регистры[3];;;%QW3;SCADA
Application.MAIN.stDumper.MotorConveyor[2].xStateWarning;Bit0@13;;;%QX6.0;SCADA
Application.MAIN.stDumper.MotorConveyor[2].xStateFailure;Bit1@13;;;%QX6.1;SCADA
Application.MAIN.stDumper.MotorConveyor[2].Device.qxPower;Bit2@13;;;%QX6.2;SCADA
Application.MAIN.stDumper.MotorConveyor[2].fbStateKM.qxProcessedSignal;Bit3@13;;;%QX6.3;SCADA
Application.MAIN.stDumper.MotorConveyor[2].fbStateQF.qxProcessedSignal;Bit4@13;;;%QX6.4;SCADA
Application.MAIN.stDumper.MotorConveyor[2].fbStatorOverheat.qxProcessedSignal;Bit5@13;;;%QX6.5;SCADA
;Bit6@13;;;%QX6.6;SCADA
;Bit7@13;;;%QX6.7;SCADA
;Bit8@13;;;%QX7.0;SCADA
;Bit9@13;;;%QX7.1;SCADA
;Bit10@13;;;%QX7.2;SCADA
;Bit11@13;;;%QX7.3;SCADA
;Bit12@13;;;%QX7.4;SCADA
;Bit13@13;;;%QX7.5;SCADA
;Bit14@13;;;%QX7.6;SCADA
;Bit15@13;;;%QX7.7;SCADA
;Входные регистры[4];;;%QW4;SCADA
Application.MAIN.stDumper.MotorConveyor[2].VFD.xStateRdyToStart;Bit0@14;;;%QX8.0;SCADA
Application.MAIN.stDumper.MotorConveyor[2].VFD.xStateIsWorking;Bit1@14;;;%QX8.1;SCADA
Application.MAIN.stDumper.MotorConveyor[2].VFD.xStateFailure;Bit2@14;;;%QX8.2;SCADA
Application.MAIN.stDumper.MotorConveyor[2].VFD.xStateWarning;Bit3@14;;;%QX8.3;SCADA
Application.MAIN.stDumper.MotorConveyor[2].VFD.fbStateRdyToStart.qxProcessedSignal;Bit4@14;;;%QX8.4;SCADA
Application.MAIN.stDumper.MotorConveyor[2].VFD.fbStateIsWorking.qxProcessedSignal;Bit5@14;;;%QX8.5;SCADA
Application.MAIN.stDumper.MotorConveyor[2].VFD.fbStateFailure.qxProcessedSignal;Bit6@14;;;%QX8.6;SCADA
;Bit7@14;;;%QX8.7;SCADA
;Bit8@14;;;%QX9.0;SCADA
;Bit9@14;;;%QX9.1;SCADA
;Bit10@14;;;%QX9.2;SCADA
;Bit11@14;;;%QX9.3;SCADA
;Bit12@14;;;%QX9.4;SCADA
;Bit13@14;;;%QX9.5;SCADA
;Bit14@14;;;%QX9.6;SCADA
;Bit15@14;;;%QX9.7;SCADA
;Входные регистры[5];;;%QW5;SCADA
Application.MAIN.stDumper.MotorRotation[1].xStateWarning;Bit0@15;;;%QX10.0;SCADA
Application.MAIN.stDumper.MotorRotation[1].xStateFailure;Bit1@15;;;%QX10.1;SCADA
Application.MAIN.stDumper.MotorRotation[1].Device.qxPower;Bit2@15;;;%QX10.2;SCADA
Application.MAIN.stDumper.MotorRotation[1].fbStateKM.qxProcessedSignal;Bit3@15;;;%QX10.3;SCADA
Application.MAIN.stDumper.MotorRotation[1].fbStateQF.qxProcessedSignal;Bit4@15;;;%QX10.4;SCADA
Application.MAIN.stDumper.MotorRotation[1].fbStatorOverheat.qxProcessedSignal;Bit5@15;;;%QX10.5;SCADA
Application.MAIN.stDumper.MotorRotation[1].fbRotationStatus.qxProcessedSignal;Bit6@15;;;%QX10.6;SCADA
;Bit7@15;;;%QX10.7;SCADA
;Bit8@15;;;%QX11.0;SCADA
;Bit9@15;;;%QX11.1;SCADA
;Bit10@15;;;%QX11.2;SCADA
;Bit11@15;;;%QX11.3;SCADA
;Bit12@15;;;%QX11.4;SCADA
;Bit13@15;;;%QX11.5;SCADA
;Bit14@15;;;%QX11.6;SCADA
;Bit15@15;;;%QX11.7;SCADA
;Входные регистры[6];;;%QW6;SCADA
Application.MAIN.stDumper.MotorRotation[1].VFD.xStateRdyToStart;Bit0@16;;;%QX12.0;SCADA
Application.MAIN.stDumper.MotorRotation[1].VFD.xStateIsWorking;Bit1@16;;;%QX12.1;SCADA
Application.MAIN.stDumper.MotorRotation[1].VFD.xStateFailure;Bit2@16;;;%QX12.2;SCADA
Application.MAIN.stDumper.MotorRotation[1].VFD.xStateWarning;Bit3@16;;;%QX12.3;SCADA
Application.MAIN.stDumper.MotorRotation[1].VFD.fbStateRdyToStart.qxProcessedSignal;Bit4@16;;;%QX12.4;SCADA
Application.MAIN.stDumper.MotorRotation[1].VFD.fbStateIsWorking.qxProcessedSignal;Bit5@16;;;%QX12.5;SCADA
Application.MAIN.stDumper.MotorRotation[1].VFD.fbStateFailure.qxProcessedSignal;Bit6@16;;;%QX12.6;SCADA
;Bit7@16;;;%QX12.7;SCADA
;Bit8@16;;;%QX13.0;SCADA
;Bit9@16;;;%QX13.1;SCADA
;Bit10@16;;;%QX13.2;SCADA
;Bit11@16;;;%QX13.3;SCADA
;Bit12@16;;;%QX13.4;SCADA
;Bit13@16;;;%QX13.5;SCADA
;Bit14@16;;;%QX13.6;SCADA
;Bit15@16;;;%QX13.7;SCADA
;Входные регистры[7];;;%QW7;SCADA
Application.MAIN.stDumper.MotorRotation[2].xStateWarning;Bit0@17;;;%QX14.0;SCADA
Application.MAIN.stDumper.MotorRotation[2].xStateFailure;Bit1@17;;;%QX14.1;SCADA
Application.MAIN.stDumper.MotorRotation[2].Device.qxPower;Bit2@17;;;%QX14.2;SCADA
Application.MAIN.stDumper.MotorRotation[2].fbStateKM.qxProcessedSignal;Bit3@17;;;%QX14.3;SCADA
Application.MAIN.stDumper.MotorRotation[2].fbStateQF.qxProcessedSignal;Bit4@17;;;%QX14.4;SCADA
Application.MAIN.stDumper.MotorRotation[2].fbStatorOverheat.qxProcessedSignal;Bit5@17;;;%QX14.5;SCADA
Application.MAIN.stDumper.MotorRotation[2].fbRotationStatus.qxProcessedSignal;Bit6@17;;;%QX14.6;SCADA
;Bit7@17;;;%QX14.7;SCADA
;Bit8@17;;;%QX15.0;SCADA
;Bit9@17;;;%QX15.1;SCADA
;Bit10@17;;;%QX15.2;SCADA
;Bit11@17;;;%QX15.3;SCADA
;Bit12@17;;;%QX15.4;SCADA
;Bit13@17;;;%QX15.5;SCADA
;Bit14@17;;;%QX15.6;SCADA
;Bit15@17;;;%QX15.7;SCADA
;Входные регистры[8];;;%QW8;SCADA
Application.MAIN.stDumper.MotorRotation[2].VFD.xStateRdyToStart;Bit0@18;;;%QX16.0;SCADA
Application.MAIN.stDumper.MotorRotation[2].VFD.xStateIsWorking;Bit1@18;;;%QX16.1;SCADA
Application.MAIN.stDumper.MotorRotation[2].VFD.xStateFailure;Bit2@18;;;%QX16.2;SCADA
Application.MAIN.stDumper.MotorRotation[2].VFD.xStateWarning;Bit3@18;;;%QX16.3;SCADA
Application.MAIN.stDumper.MotorRotation[2].VFD.fbStateRdyToStart.qxProcessedSignal;Bit4@18;;;%QX16.4;SCADA
Application.MAIN.stDumper.MotorRotation[2].VFD.fbStateIsWorking.qxProcessedSignal;Bit5@18;;;%QX16.5;SCADA
Application.MAIN.stDumper.MotorRotation[2].VFD.fbStateFailure.qxProcessedSignal;Bit6@18;;;%QX16.6;SCADA
;Bit7@18;;;%QX16.7;SCADA
;Bit8@18;;;%QX17.0;SCADA
;Bit9@18;;;%QX17.1;SCADA
;Bit10@18;;;%QX17.2;SCADA
;Bit11@18;;;%QX17.3;SCADA
;Bit12@18;;;%QX17.4;SCADA
;Bit13@18;;;%QX17.5;SCADA
;Bit14@18;;;%QX17.6;SCADA
;Bit15@18;;;%QX17.7;SCADA
;Входные регистры[9];;;%QW9;SCADA
Application.MAIN.stDumper.fbZQAlarm[1].qxProcessedSignal;Bit0@19;;;%QX18.0;SCADA
Application.MAIN.stDumper.fbZQAlarm[2].qxProcessedSignal;Bit1@19;;;%QX18.1;SCADA
Application.MAIN.stDumper.fbZQAlarm[3].qxProcessedSignal;Bit2@19;;;%QX18.2;SCADA
Application.MAIN.stDumper.fbZQAlarm[4].qxProcessedSignal;Bit3@19;;;%QX18.3;SCADA
Application.MAIN.stDumper.fbZQWarning[1].qxProcessedSignal;Bit4@19;;;%QX18.4;SCADA
Application.MAIN.stDumper.fbZQWarning[2].qxProcessedSignal;Bit5@19;;;%QX18.5;SCADA
Application.MAIN.stDumper.fbZQWarning[3].qxProcessedSignal;Bit6@19;;;%QX18.6;SCADA
Application.MAIN.stDumper.fbZQWarning[4].qxProcessedSignal;Bit7@19;;;%QX18.7;SCADA
Application.MAIN.stDumper.fbHQ_IsOk[1].qxProcessedSignal;Bit8@19;;;%QX19.0;SCADA
Application.MAIN.stDumper.fbHQ_IsOk[2].qxProcessedSignal;Bit9@19;;;%QX19.1;SCADA
Application.MAIN.stDumper.fbHQ_IsOk[3].qxProcessedSignal;Bit10@19;;;%QX19.2;SCADA
Application.MAIN.stDumper.fbHQ_IsOk[4].qxProcessedSignal;Bit11@19;;;%QX19.3;SCADA
Application.MAIN.stDumper.fbSQ_IsOk[1].qxProcessedSignal;Bit12@19;;;%QX19.4;SCADA
Application.MAIN.stDumper.fbSQ_IsOk[2].qxProcessedSignal;Bit13@19;;;%QX19.5;SCADA
Application.MAIN.stDumper.fbGS1.qxProcessedSignal;Bit14@19;;;%QX19.6;SCADA
Application.MAIN.stDumper.fbYS1.qxProcessedSignal;Bit15@19;;;%QX19.7;SCADA
;Входные регистры[10];;;%QW10;SCADA
Application.MAIN.stDumper.fbEndSwitchRight.qxProcessedSignal;Bit0@20;;;%QX20.0;SCADA
Application.MAIN.stDumper.fbEndSwitchLeft.qxProcessedSignal;Bit1@20;;;%QX20.1;SCADA
Application.MAIN.stDumper.fbBtnStart.qxProcessedSignal;Bit2@20;;;%QX20.2;SCADA
Application.MAIN.stDumper.fbBtnStop.qxProcessedSignal;Bit3@20;;;%QX20.3;SCADA
Application.MAIN.stDumper.fbBtnEmergencyStop.qxProcessedSignal;Bit4@20;;;%QX20.4;SCADA
Application.MAIN.stDumper.fbBtnTurnLeft.qxProcessedSignal;Bit5@20;;;%QX20.5;SCADA
Application.MAIN.stDumper.fbBtnTurnRight.qxProcessedSignal;Bit6@20;;;%QX20.6;SCADA
Application.MAIN.stDumper.fbBtnRemoteMode.qxProcessedSignal;Bit7@20;;;%QX20.7;SCADA
Application.MAIN.stDumper.cmdEmergencyStop;Bit8@20;;;%QX21.0;SCADA
Application.MAIN.stDumper.cmdTurnLeft;Bit9@20;;;%QX21.1;SCADA
Application.MAIN.stDumper.cmdTurnRight;Bit10@20;;;%QX21.2;SCADA
Application.MAIN.stDumper.cmdReset;Bit11@20;;;%QX21.3;SCADA
Application.MAIN.stDumper.xHLA;Bit12@20;;;%QX21.4;SCADA
Application.MAIN.stDumper.xSoundAlarm;Bit13@20;;;%QX21.5;SCADA
;Bit14@20;;;%QX21.6;SCADA
;Bit15@20;;;%QX21.7;SCADA
Application.uDumperConv1Freq.wTag[0];Входные регистры[11];;Частота ЧРП двигателя конвейера 1;%QW11;SCADA
;Bit0@21;;;%QX22.0;SCADA
;Bit1@21;;;%QX22.1;SCADA
;Bit2@21;;;%QX22.2;SCADA
;Bit3@21;;;%QX22.3;SCADA
;Bit4@21;;;%QX22.4;SCADA
;Bit5@21;;;%QX22.5;SCADA
;Bit6@21;;;%QX22.6;SCADA
;Bit7@21;;;%QX22.7;SCADA
;Bit8@21;;;%QX23.0;SCADA
;Bit9@21;;;%QX23.1;SCADA
;Bit10@21;;;%QX23.2;SCADA
;Bit11@21;;;%QX23.3;SCADA
;Bit12@21;;;%QX23.4;SCADA
;Bit13@21;;;%QX23.5;SCADA
;Bit14@21;;;%QX23.6;SCADA
;Bit15@21;;;%QX23.7;SCADA
Application.uDumperConv1Freq.wTag[1];Входные регистры[12];;;%QW12;SCADA
;Bit0@22;;;%QX24.0;SCADA
;Bit1@22;;;%QX24.1;SCADA
;Bit2@22;;;%QX24.2;SCADA
;Bit3@22;;;%QX24.3;SCADA
;Bit4@22;;;%QX24.4;SCADA
;Bit5@22;;;%QX24.5;SCADA
;Bit6@22;;;%QX24.6;SCADA
;Bit7@22;;;%QX24.7;SCADA
;Bit8@22;;;%QX25.0;SCADA
;Bit9@22;;;%QX25.1;SCADA
;Bit10@22;;;%QX25.2;SCADA
;Bit11@22;;;%QX25.3;SCADA
;Bit12@22;;;%QX25.4;SCADA
;Bit13@22;;;%QX25.5;SCADA
;Bit14@22;;;%QX25.6;SCADA
;Bit15@22;;;%QX25.7;SCADA
Application.uDumperConv2Freq.wTag[0];Входные регистры[13];;Частота ЧРП двигателя конвейера 2;%QW13;SCADA
;Bit0@23;;;%QX26.0;SCADA
;Bit1@23;;;%QX26.1;SCADA
;Bit2@23;;;%QX26.2;SCADA
;Bit3@23;;;%QX26.3;SCADA
;Bit4@23;;;%QX26.4;SCADA
;Bit5@23;;;%QX26.5;SCADA
;Bit6@23;;;%QX26.6;SCADA
;Bit7@23;;;%QX26.7;SCADA
;Bit8@23;;;%QX27.0;SCADA
;Bit9@23;;;%QX27.1;SCADA
;Bit10@23;;;%QX27.2;SCADA
;Bit11@23;;;%QX27.3;SCADA
;Bit12@23;;;%QX27.4;SCADA
;Bit13@23;;;%QX27.5;SCADA
;Bit14@23;;;%QX27.6;SCADA
;Bit15@23;;;%QX27.7;SCADA
Application.uDumperConv2Freq.wTag[1];Входные регистры[14];;;%QW14;SCADA
;Bit0@24;;;%QX28.0;SCADA
;Bit1@24;;;%QX28.1;SCADA
;Bit2@24;;;%QX28.2;SCADA
;Bit3@24;;;%QX28.3;SCADA
;Bit4@24;;;%QX28.4;SCADA
;Bit5@24;;;%QX28.5;SCADA
;Bit6@24;;;%QX28.6;SCADA
;Bit7@24;;;%QX28.7;SCADA
;Bit8@24;;;%QX29.0;SCADA
;Bit9@24;;;%QX29.1;SCADA
;Bit10@24;;;%QX29.2;SCADA
;Bit11@24;;;%QX29.3;SCADA
;Bit12@24;;;%QX29.4;SCADA
;Bit13@24;;;%QX29.5;SCADA
;Bit14@24;;;%QX29.6;SCADA
;Bit15@24;;;%QX29.7;SCADA
Application.uDumperRot1Freq.wTag[0];Входные регистры[15];;Частота ЧРП двигателя поворота 1;%QW15;SCADA
;Bit0@25;;;%QX30.0;SCADA
;Bit1@25;;;%QX30.1;SCADA
;Bit2@25;;;%QX30.2;SCADA
;Bit3@25;;;%QX30.3;SCADA
;Bit4@25;;;%QX30.4;SCADA
;Bit5@25;;;%QX30.5;SCADA
;Bit6@25;;;%QX30.6;SCADA
;Bit7@25;;;%QX30.7;SCADA
;Bit8@25;;;%QX31.0;SCADA
;Bit9@25;;;%QX31.1;SCADA
;Bit10@25;;;%QX31.2;SCADA
;Bit11@25;;;%QX31.3;SCADA
;Bit12@25;;;%QX31.4;SCADA
;Bit13@25;;;%QX31.5;SCADA
;Bit14@25;;;%QX31.6;SCADA
;Bit15@25;;;%QX31.7;SCADA
Application.uDumperRot1Freq.wTag[1];Входные регистры[16];;;%QW16;SCADA
;Bit0@26;;;%QX32.0;SCADA
;Bit1@26;;;%QX32.1;SCADA
;Bit2@26;;;%QX32.2;SCADA
;Bit3@26;;;%QX32.3;SCADA
;Bit4@26;;;%QX32.4;SCADA
;Bit5@26;;;%QX32.5;SCADA
;Bit6@26;;;%QX32.6;SCADA
;Bit7@26;;;%QX32.7;SCADA
;Bit8@26;;;%QX33.0;SCADA
;Bit9@26;;;%QX33.1;SCADA
;Bit10@26;;;%QX33.2;SCADA
;Bit11@26;;;%QX33.3;SCADA
;Bit12@26;;;%QX33.4;SCADA
;Bit13@26;;;%QX33.5;SCADA
;Bit14@26;;;%QX33.6;SCADA
;Bit15@26;;;%QX33.7;SCADA
Application.uDumperRot2Freq.wTag[0];Входные регистры[17];;Частота ЧРП двигателя поворота 2;%QW17;SCADA
;Bit0@27;;;%QX34.0;SCADA
;Bit1@27;;;%QX34.1;SCADA
;Bit2@27;;;%QX34.2;SCADA
;Bit3@27;;;%QX34.3;SCADA
;Bit4@27;;;%QX34.4;SCADA
;Bit5@27;;;%QX34.5;SCADA
;Bit6@27;;;%QX34.6;SCADA
;Bit7@27;;;%QX34.7;SCADA
;Bit8@27;;;%QX35.0;SCADA
;Bit9@27;;;%QX35.1;SCADA
;Bit10@27;;;%QX35.2;SCADA
;Bit11@27;;;%QX35.3;SCADA
;Bit12@27;;;%QX35.4;SCADA
